OBJEK,ATNAM,ATWRT
100000000000002380_BT122203,LOT_NOT_SUITABLE_COUNTRY,JP
100000000000002380_BT122203,LOT_STATUS,ACTIVE
100000000000002380_BT122203,INCYTE_BS_BATCH,BS-309290
100000000000002380_BT122203,INCYTE_DP_BATCH,DP-767146
100000000000002380_BT122203,INCYTE_API_BATCH,API-235118
100000000000002380_BT122203,INCYTE_COMMON_BLEND_BATCH,CB-222488
100000000000002380_BT122203,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002380_BT122203,PRODUCTION_VERSION,PV-11
100000000000002380_BT122203,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000002380_BT122203,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002380_BT122203,USAGE_DECISION,RELEASED
100000000000002380_BT122203,BATCH_USAGE_IN_ORDERS,YES
100000000000002380_BT122203,PRODUCTION_DATE,2025-04-23
100000000000002381_BT918245,LOT_SUITABLE_COUNTRY,"FR,IE,IN,PL,UK"
100000000000002381_BT918245,LOT_NOT_SUITABLE_COUNTRY,"BE,MY,NO,PT"
100000000000002381_BT918245,LOT_STATUS,ACTIVE
100000000000002381_BT918245,INCYTE_BS_BATCH,BS-458195
100000000000002381_BT918245,INCYTE_DP_BATCH,DP-277113
100000000000002381_BT918245,INCYTE_API_BATCH,API-151767
100000000000002381_BT918245,INCYTE_COMMON_BLEND_BATCH,CB-882355
100000000000002381_BT918245,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002381_BT918245,PRODUCTION_VERSION,PV-15
100000000000002381_BT918245,PROD_VERSION_DESCRIPTION,Production Version 5
100000000000002381_BT918245,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002381_BT918245,USAGE_DECISION,RELEASED
100000000000002381_BT918245,BATCH_USAGE_IN_ORDERS,YES
100000000000002381_BT918245,PRODUCTION_DATE,2025-02-14
100000000000002382_BT678504,LOT_SUITABLE_COUNTRY,"FI,IT,ZA"
100000000000002382_BT678504,LOT_NOT_SUITABLE_COUNTRY,"CN,PH"
100000000000002382_BT678504,LOT_STATUS,ACTIVE
100000000000002382_BT678504,INCYTE_BS_BATCH,BS-135327
100000000000002382_BT678504,INCYTE_DP_BATCH,DP-592351
100000000000002382_BT678504,INCYTE_API_BATCH,API-994038
100000000000002382_BT678504,INCYTE_COMMON_BLEND_BATCH,CB-097878
100000000000002382_BT678504,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002382_BT678504,PRODUCTION_VERSION,PV-6
100000000000002382_BT678504,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000002382_BT678504,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002382_BT678504,USAGE_DECISION,RELEASED
100000000000002382_BT678504,BATCH_USAGE_IN_ORDERS,YES
100000000000002382_BT678504,PRODUCTION_DATE,2023-09-05
100000000000002383_BT187052,LOT_SUITABLE_COUNTRY,"AU,KR,PT,SG"
100000000000002383_BT187052,LOT_NOT_SUITABLE_COUNTRY,CN
100000000000002383_BT187052,LOT_STATUS,ACTIVE
100000000000002383_BT187052,INCYTE_BS_BATCH,BS-514538
100000000000002383_BT187052,INCYTE_DP_BATCH,DP-852838
100000000000002383_BT187052,INCYTE_API_BATCH,API-664709
100000000000002383_BT187052,INCYTE_COMMON_BLEND_BATCH,CB-863679
100000000000002383_BT187052,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002383_BT187052,PRODUCTION_VERSION,PV-7
100000000000002383_BT187052,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000002383_BT187052,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002383_BT187052,USAGE_DECISION,RELEASED
100000000000002383_BT187052,BATCH_USAGE_IN_ORDERS,NO
100000000000002383_BT187052,PRODUCTION_DATE,2024-08-24
100000000000002383_BT298108,LOT_SUITABLE_COUNTRY,"BR,IE,JP,MX,PL,SE,US,ZA"
100000000000002383_BT298108,LOT_NOT_SUITABLE_COUNTRY,"AU,CN,FR,SG"
100000000000002383_BT298108,LOT_STATUS,ACTIVE
100000000000002383_BT298108,INCYTE_BS_BATCH,BS-433959
100000000000002383_BT298108,INCYTE_DP_BATCH,DP-564223
100000000000002383_BT298108,INCYTE_API_BATCH,API-144908
100000000000002383_BT298108,INCYTE_COMMON_BLEND_BATCH,CB-172258
100000000000002383_BT298108,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002383_BT298108,PRODUCTION_VERSION,PV-15
100000000000002383_BT298108,PROD_VERSION_DESCRIPTION,Production Version 12
100000000000002383_BT298108,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002383_BT298108,USAGE_DECISION,RELEASED
100000000000002383_BT298108,BATCH_USAGE_IN_ORDERS,NO
100000000000002383_BT298108,PRODUCTION_DATE,2024-04-17
100000000000002383_BT964533,LOT_SUITABLE_COUNTRY,"DE,KR,MX,MY,ZA"
100000000000002383_BT964533,LOT_NOT_SUITABLE_COUNTRY,DK
100000000000002383_BT964533,LOT_STATUS,EXPIRED
100000000000002383_BT964533,INCYTE_BS_BATCH,BS-039727
100000000000002383_BT964533,INCYTE_DP_BATCH,DP-819623
100000000000002383_BT964533,INCYTE_API_BATCH,API-649569
100000000000002383_BT964533,INCYTE_COMMON_BLEND_BATCH,CB-175784
100000000000002383_BT964533,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002383_BT964533,PRODUCTION_VERSION,PV-2
100000000000002383_BT964533,PROD_VERSION_DESCRIPTION,Production Version 9
100000000000002383_BT964533,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002383_BT964533,USAGE_DECISION,RELEASED
100000000000002383_BT964533,BATCH_USAGE_IN_ORDERS,YES
100000000000002383_BT964533,PRODUCTION_DATE,2025-04-21
100000000000002384_BT148640,LOT_SUITABLE_COUNTRY,"BR,CA,PT"
100000000000002384_BT148640,LOT_NOT_SUITABLE_COUNTRY,"NO,UK"
100000000000002384_BT148640,LOT_STATUS,ACTIVE
100000000000002384_BT148640,INCYTE_BS_BATCH,BS-013662
100000000000002384_BT148640,INCYTE_DP_BATCH,DP-206336
100000000000002384_BT148640,INCYTE_API_BATCH,API-066027
100000000000002384_BT148640,INCYTE_COMMON_BLEND_BATCH,CB-594542
100000000000002384_BT148640,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002384_BT148640,PRODUCTION_VERSION,PV-2
100000000000002384_BT148640,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000002384_BT148640,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002384_BT148640,USAGE_DECISION,RELEASED
100000000000002384_BT148640,BATCH_USAGE_IN_ORDERS,YES
100000000000002384_BT148640,PRODUCTION_DATE,2025-06-27
100000000000002384_BT394358,LOT_SUITABLE_COUNTRY,"BE,ES,FR,IN,IT,JP,NL,US"
100000000000002384_BT394358,LOT_NOT_SUITABLE_COUNTRY,"AU,KR,MY,TH"
100000000000002384_BT394358,LOT_STATUS,ACTIVE
100000000000002384_BT394358,INCYTE_BS_BATCH,BS-533798
100000000000002384_BT394358,INCYTE_DP_BATCH,DP-053081
100000000000002384_BT394358,INCYTE_API_BATCH,API-695787
100000000000002384_BT394358,INCYTE_COMMON_BLEND_BATCH,CB-230744
100000000000002384_BT394358,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002384_BT394358,PRODUCTION_VERSION,PV-14
100000000000002384_BT394358,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000002384_BT394358,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002384_BT394358,USAGE_DECISION,RELEASED
100000000000002384_BT394358,BATCH_USAGE_IN_ORDERS,YES
100000000000002384_BT394358,PRODUCTION_DATE,2026-01-01
100000000000002385_BT886598,LOT_SUITABLE_COUNTRY,"BR,CH,FI,FR,TH"
100000000000002385_BT886598,LOT_NOT_SUITABLE_COUNTRY,PH
100000000000002385_BT886598,LOT_STATUS,ACTIVE
100000000000002385_BT886598,INCYTE_BS_BATCH,BS-598305
100000000000002385_BT886598,INCYTE_DP_BATCH,DP-122063
100000000000002385_BT886598,INCYTE_API_BATCH,API-870781
100000000000002385_BT886598,INCYTE_COMMON_BLEND_BATCH,CB-592181
100000000000002385_BT886598,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002385_BT886598,PRODUCTION_VERSION,PV-6
100000000000002385_BT886598,PROD_VERSION_DESCRIPTION,Production Version 6
100000000000002385_BT886598,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002385_BT886598,USAGE_DECISION,RELEASED
100000000000002385_BT886598,BATCH_USAGE_IN_ORDERS,YES
100000000000002385_BT886598,PRODUCTION_DATE,2024-03-02
100000000000002385_BT651739,LOT_SUITABLE_COUNTRY,"CN,IN,MY,PH"
100000000000002385_BT651739,LOT_NOT_SUITABLE_COUNTRY,"AU,IE,JP"
100000000000002385_BT651739,LOT_STATUS,ACTIVE
100000000000002385_BT651739,INCYTE_BS_BATCH,BS-697752
100000000000002385_BT651739,INCYTE_DP_BATCH,DP-574641
100000000000002385_BT651739,INCYTE_API_BATCH,API-574808
100000000000002385_BT651739,INCYTE_COMMON_BLEND_BATCH,CB-663164
100000000000002385_BT651739,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002385_BT651739,PRODUCTION_VERSION,PV-13
100000000000002385_BT651739,PROD_VERSION_DESCRIPTION,Production Version 5
100000000000002385_BT651739,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002385_BT651739,USAGE_DECISION,REJECTED
100000000000002385_BT651739,BATCH_USAGE_IN_ORDERS,YES
100000000000002385_BT651739,PRODUCTION_DATE,2026-01-06
100000000000002385_BT470854,LOT_SUITABLE_COUNTRY,"CN,FI,IE,KR,MX,MY,TH,US"
100000000000002385_BT470854,LOT_NOT_SUITABLE_COUNTRY,"FR,PT"
100000000000002385_BT470854,LOT_STATUS,BLOCKED
100000000000002385_BT470854,INCYTE_BS_BATCH,BS-895935
100000000000002385_BT470854,INCYTE_DP_BATCH,DP-361038
100000000000002385_BT470854,INCYTE_API_BATCH,API-748716
100000000000002385_BT470854,INCYTE_COMMON_BLEND_BATCH,CB-445690
100000000000002385_BT470854,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002385_BT470854,PRODUCTION_VERSION,PV-9
100000000000002385_BT470854,PROD_VERSION_DESCRIPTION,Production Version 7
100000000000002385_BT470854,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002385_BT470854,USAGE_DECISION,RELEASED
100000000000002385_BT470854,BATCH_USAGE_IN_ORDERS,YES
100000000000002385_BT470854,PRODUCTION_DATE,2025-08-04
100000000000002386_BT353244,LOT_SUITABLE_COUNTRY,"BR,CA,CN,JP,TH"
100000000000002386_BT353244,LOT_NOT_SUITABLE_COUNTRY,"IE,MY,NO"
100000000000002386_BT353244,LOT_STATUS,IN_PROCESS
100000000000002386_BT353244,INCYTE_BS_BATCH,BS-200533
100000000000002386_BT353244,INCYTE_DP_BATCH,DP-164007
100000000000002386_BT353244,INCYTE_API_BATCH,API-965891
100000000000002386_BT353244,INCYTE_COMMON_BLEND_BATCH,CB-497651
100000000000002386_BT353244,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002386_BT353244,PRODUCTION_VERSION,PV-2
100000000000002386_BT353244,PROD_VERSION_DESCRIPTION,Production Version 7
100000000000002386_BT353244,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002386_BT353244,USAGE_DECISION,RELEASED
100000000000002386_BT353244,BATCH_USAGE_IN_ORDERS,YES
100000000000002386_BT353244,PRODUCTION_DATE,2026-01-05
100000000000002387_BT222562,LOT_SUITABLE_COUNTRY,"AT,KR,MX,PL,PT,US"
100000000000002387_BT222562,LOT_NOT_SUITABLE_COUNTRY,"AU,CN,DK,SG"
100000000000002387_BT222562,LOT_STATUS,BLOCKED
100000000000002387_BT222562,INCYTE_BS_BATCH,BS-901749
100000000000002387_BT222562,INCYTE_DP_BATCH,DP-938379
100000000000002387_BT222562,INCYTE_API_BATCH,API-785708
100000000000002387_BT222562,INCYTE_COMMON_BLEND_BATCH,CB-470797
100000000000002387_BT222562,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002387_BT222562,PRODUCTION_VERSION,PV-14
100000000000002387_BT222562,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000002387_BT222562,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002387_BT222562,USAGE_DECISION,RELEASED
100000000000002387_BT222562,BATCH_USAGE_IN_ORDERS,YES
100000000000002387_BT222562,PRODUCTION_DATE,2025-08-01
100000000000002387_BT162442,LOT_SUITABLE_COUNTRY,"BR,ES,MY,NL,PH"
100000000000002387_BT162442,LOT_NOT_SUITABLE_COUNTRY,"AU,IE,IT,PT"
100000000000002387_BT162442,LOT_STATUS,BLOCKED
100000000000002387_BT162442,INCYTE_BS_BATCH,BS-700425
100000000000002387_BT162442,INCYTE_DP_BATCH,DP-276959
100000000000002387_BT162442,INCYTE_API_BATCH,API-534107
100000000000002387_BT162442,INCYTE_COMMON_BLEND_BATCH,CB-443032
100000000000002387_BT162442,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002387_BT162442,PRODUCTION_VERSION,PV-6
100000000000002387_BT162442,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000002387_BT162442,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002387_BT162442,USAGE_DECISION,RELEASED
100000000000002387_BT162442,BATCH_USAGE_IN_ORDERS,YES
100000000000002387_BT162442,PRODUCTION_DATE,2023-04-25
100000000000002388_BT666626,LOT_SUITABLE_COUNTRY,"BR,CN,DK"
100000000000002388_BT666626,LOT_NOT_SUITABLE_COUNTRY,"NO,SG,TH"
100000000000002388_BT666626,LOT_STATUS,EXPIRED
100000000000002388_BT666626,INCYTE_BS_BATCH,BS-081401
100000000000002388_BT666626,INCYTE_DP_BATCH,DP-841864
100000000000002388_BT666626,INCYTE_API_BATCH,API-223596
100000000000002388_BT666626,INCYTE_COMMON_BLEND_BATCH,CB-053962
100000000000002388_BT666626,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002388_BT666626,PRODUCTION_VERSION,PV-5
100000000000002388_BT666626,PROD_VERSION_DESCRIPTION,Production Version 1
100000000000002388_BT666626,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002388_BT666626,USAGE_DECISION,QUARANTINE
100000000000002388_BT666626,BATCH_USAGE_IN_ORDERS,YES
100000000000002388_BT666626,PRODUCTION_DATE,2025-10-16
100000000000002389_BT377973,LOT_SUITABLE_COUNTRY,"BR,ES,FI,PL"
100000000000002389_BT377973,LOT_NOT_SUITABLE_COUNTRY,"IE,MX,PT,SG"
100000000000002389_BT377973,LOT_STATUS,ACTIVE
100000000000002389_BT377973,INCYTE_BS_BATCH,BS-489754
100000000000002389_BT377973,INCYTE_DP_BATCH,DP-829487
100000000000002389_BT377973,INCYTE_API_BATCH,API-126342
100000000000002389_BT377973,INCYTE_COMMON_BLEND_BATCH,CB-672437
100000000000002389_BT377973,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002389_BT377973,PRODUCTION_VERSION,PV-8
100000000000002389_BT377973,PROD_VERSION_DESCRIPTION,Production Version 2
100000000000002389_BT377973,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002389_BT377973,USAGE_DECISION,RELEASED
100000000000002389_BT377973,BATCH_USAGE_IN_ORDERS,YES
100000000000002389_BT377973,PRODUCTION_DATE,2023-12-21
100000000000002389_BT704320,LOT_SUITABLE_COUNTRY,"BE,BR,IE,IN,IT,JP,KR,MY"
100000000000002389_BT704320,LOT_NOT_SUITABLE_COUNTRY,"CN,PL,UK"
100000000000002389_BT704320,LOT_STATUS,ACTIVE
100000000000002389_BT704320,INCYTE_BS_BATCH,BS-140828
100000000000002389_BT704320,INCYTE_DP_BATCH,DP-663189
100000000000002389_BT704320,INCYTE_API_BATCH,API-290154
100000000000002389_BT704320,INCYTE_COMMON_BLEND_BATCH,CB-401401
100000000000002389_BT704320,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002389_BT704320,PRODUCTION_VERSION,PV-10
100000000000002389_BT704320,PROD_VERSION_DESCRIPTION,Production Version 13
100000000000002389_BT704320,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002389_BT704320,USAGE_DECISION,RELEASED
100000000000002389_BT704320,BATCH_USAGE_IN_ORDERS,YES
100000000000002389_BT704320,PRODUCTION_DATE,2025-10-17
100000000000002390_BT345984,LOT_SUITABLE_COUNTRY,"IT,PH,PL"
100000000000002390_BT345984,LOT_NOT_SUITABLE_COUNTRY,"AT,DE,KR,MX"
100000000000002390_BT345984,LOT_STATUS,BLOCKED
100000000000002390_BT345984,INCYTE_BS_BATCH,BS-525030
100000000000002390_BT345984,INCYTE_DP_BATCH,DP-064641
100000000000002390_BT345984,INCYTE_API_BATCH,API-731358
100000000000002390_BT345984,INCYTE_COMMON_BLEND_BATCH,CB-099456
100000000000002390_BT345984,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002390_BT345984,PRODUCTION_VERSION,PV-3
100000000000002390_BT345984,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000002390_BT345984,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002390_BT345984,USAGE_DECISION,RELEASED
100000000000002390_BT345984,BATCH_USAGE_IN_ORDERS,NO
100000000000002390_BT345984,PRODUCTION_DATE,2023-03-29
100000000000002391_BT052956,LOT_SUITABLE_COUNTRY,"BE,CA,ES,IN,NL,PH"
100000000000002391_BT052956,LOT_NOT_SUITABLE_COUNTRY,"AT,IE,IT,JP"
100000000000002391_BT052956,LOT_STATUS,ACTIVE
100000000000002391_BT052956,INCYTE_BS_BATCH,BS-726811
100000000000002391_BT052956,INCYTE_DP_BATCH,DP-104145
100000000000002391_BT052956,INCYTE_API_BATCH,API-174906
100000000000002391_BT052956,INCYTE_COMMON_BLEND_BATCH,CB-463511
100000000000002391_BT052956,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002391_BT052956,PRODUCTION_VERSION,PV-12
100000000000002391_BT052956,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000002391_BT052956,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002391_BT052956,USAGE_DECISION,QUARANTINE
100000000000002391_BT052956,BATCH_USAGE_IN_ORDERS,YES
100000000000002391_BT052956,PRODUCTION_DATE,2025-07-07
100000000000002392_BT012880,LOT_SUITABLE_COUNTRY,"BE,ES,IT,NO,SE"
100000000000002392_BT012880,LOT_NOT_SUITABLE_COUNTRY,"JP,MY"
100000000000002392_BT012880,LOT_STATUS,ACTIVE
100000000000002392_BT012880,INCYTE_BS_BATCH,BS-401908
100000000000002392_BT012880,INCYTE_DP_BATCH,DP-485393
100000000000002392_BT012880,INCYTE_API_BATCH,API-138955
100000000000002392_BT012880,INCYTE_COMMON_BLEND_BATCH,CB-717943
100000000000002392_BT012880,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002392_BT012880,PRODUCTION_VERSION,PV-4
100000000000002392_BT012880,PROD_VERSION_DESCRIPTION,Production Version 13
100000000000002392_BT012880,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002392_BT012880,USAGE_DECISION,RELEASED
100000000000002392_BT012880,BATCH_USAGE_IN_ORDERS,YES
100000000000002392_BT012880,PRODUCTION_DATE,2023-05-22
100000000000002392_BT339069,LOT_SUITABLE_COUNTRY,"AU,BE,BR,CH,IT,JP,KR,PL"
100000000000002392_BT339069,LOT_NOT_SUITABLE_COUNTRY,US
100000000000002392_BT339069,LOT_STATUS,ACTIVE
100000000000002392_BT339069,INCYTE_BS_BATCH,BS-655323
100000000000002392_BT339069,INCYTE_DP_BATCH,DP-273379
100000000000002392_BT339069,INCYTE_API_BATCH,API-180250
100000000000002392_BT339069,INCYTE_COMMON_BLEND_BATCH,CB-226652
100000000000002392_BT339069,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002392_BT339069,PRODUCTION_VERSION,PV-2
100000000000002392_BT339069,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000002392_BT339069,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002392_BT339069,USAGE_DECISION,REJECTED
100000000000002392_BT339069,BATCH_USAGE_IN_ORDERS,YES
100000000000002392_BT339069,PRODUCTION_DATE,2024-01-22
100000000000002393_BT790030,LOT_SUITABLE_COUNTRY,"CH,ES,FR,IT,PL,PT"
100000000000002393_BT790030,LOT_NOT_SUITABLE_COUNTRY,"DK,MX"
100000000000002393_BT790030,LOT_STATUS,ACTIVE
100000000000002393_BT790030,INCYTE_BS_BATCH,BS-826481
100000000000002393_BT790030,INCYTE_DP_BATCH,DP-312243
100000000000002393_BT790030,INCYTE_API_BATCH,API-049685
100000000000002393_BT790030,INCYTE_COMMON_BLEND_BATCH,CB-644132
100000000000002393_BT790030,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002393_BT790030,PRODUCTION_VERSION,PV-2
100000000000002393_BT790030,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000002393_BT790030,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002393_BT790030,USAGE_DECISION,REJECTED
100000000000002393_BT790030,BATCH_USAGE_IN_ORDERS,YES
100000000000002393_BT790030,PRODUCTION_DATE,2023-08-02
100000000000002393_BT478415,LOT_SUITABLE_COUNTRY,"AU,IN,TH"
100000000000002393_BT478415,LOT_NOT_SUITABLE_COUNTRY,"CA,KR,NO"
100000000000002393_BT478415,LOT_STATUS,BLOCKED
100000000000002393_BT478415,INCYTE_BS_BATCH,BS-207108
100000000000002393_BT478415,INCYTE_DP_BATCH,DP-425658
100000000000002393_BT478415,INCYTE_API_BATCH,API-928488
100000000000002393_BT478415,INCYTE_COMMON_BLEND_BATCH,CB-159061
100000000000002393_BT478415,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002393_BT478415,PRODUCTION_VERSION,PV-14
100000000000002393_BT478415,PROD_VERSION_DESCRIPTION,Production Version 8
100000000000002393_BT478415,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002393_BT478415,USAGE_DECISION,REJECTED
100000000000002393_BT478415,BATCH_USAGE_IN_ORDERS,NO
100000000000002393_BT478415,PRODUCTION_DATE,2023-07-11
100000000000002393_BT931402,LOT_SUITABLE_COUNTRY,"AT,FI,IE,SG,US"
100000000000002393_BT931402,LOT_NOT_SUITABLE_COUNTRY,"AU,DK,MY"
100000000000002393_BT931402,LOT_STATUS,ACTIVE
100000000000002393_BT931402,INCYTE_BS_BATCH,BS-929221
100000000000002393_BT931402,INCYTE_DP_BATCH,DP-426484
100000000000002393_BT931402,INCYTE_API_BATCH,API-764173
100000000000002393_BT931402,INCYTE_COMMON_BLEND_BATCH,CB-141088
100000000000002393_BT931402,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002393_BT931402,PRODUCTION_VERSION,PV-5
100000000000002393_BT931402,PROD_VERSION_DESCRIPTION,Production Version 13
100000000000002393_BT931402,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002393_BT931402,USAGE_DECISION,RELEASED
100000000000002393_BT931402,BATCH_USAGE_IN_ORDERS,YES
100000000000002393_BT931402,PRODUCTION_DATE,2024-07-03
100000000000002394_BT506294,LOT_SUITABLE_COUNTRY,"DK,JP,MY,NL,PH,PL"
100000000000002394_BT506294,LOT_NOT_SUITABLE_COUNTRY,"AU,IE"
100000000000002394_BT506294,LOT_STATUS,BLOCKED
100000000000002394_BT506294,INCYTE_BS_BATCH,BS-783461
100000000000002394_BT506294,INCYTE_DP_BATCH,DP-884524
100000000000002394_BT506294,INCYTE_API_BATCH,API-345243
100000000000002394_BT506294,INCYTE_COMMON_BLEND_BATCH,CB-680170
100000000000002394_BT506294,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002394_BT506294,PRODUCTION_VERSION,PV-5
100000000000002394_BT506294,PROD_VERSION_DESCRIPTION,Production Version 5
100000000000002394_BT506294,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002394_BT506294,USAGE_DECISION,RELEASED
100000000000002394_BT506294,BATCH_USAGE_IN_ORDERS,YES
100000000000002394_BT506294,PRODUCTION_DATE,2023-07-06
100000000000002395_BT842778,LOT_SUITABLE_COUNTRY,"CN,ES,MX"
100000000000002395_BT842778,LOT_NOT_SUITABLE_COUNTRY,"BE,JP,KR,MY"
100000000000002395_BT842778,LOT_STATUS,EXPIRED
100000000000002395_BT842778,INCYTE_BS_BATCH,BS-838797
100000000000002395_BT842778,INCYTE_DP_BATCH,DP-004085
100000000000002395_BT842778,INCYTE_API_BATCH,API-321757
100000000000002395_BT842778,INCYTE_COMMON_BLEND_BATCH,CB-514695
100000000000002395_BT842778,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002395_BT842778,PRODUCTION_VERSION,PV-5
100000000000002395_BT842778,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000002395_BT842778,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002395_BT842778,USAGE_DECISION,QUARANTINE
100000000000002395_BT842778,BATCH_USAGE_IN_ORDERS,NO
100000000000002395_BT842778,PRODUCTION_DATE,2024-10-18
100000000000002396_BT850518,LOT_SUITABLE_COUNTRY,"AT,CN,ES,FI,IN,JP,PH,ZA"
100000000000002396_BT850518,LOT_NOT_SUITABLE_COUNTRY,"BR,NO"
100000000000002396_BT850518,LOT_STATUS,ACTIVE
100000000000002396_BT850518,INCYTE_BS_BATCH,BS-460768
100000000000002396_BT850518,INCYTE_DP_BATCH,DP-231457
100000000000002396_BT850518,INCYTE_API_BATCH,API-611022
100000000000002396_BT850518,INCYTE_COMMON_BLEND_BATCH,CB-514464
100000000000002396_BT850518,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002396_BT850518,PRODUCTION_VERSION,PV-7
100000000000002396_BT850518,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000002396_BT850518,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002396_BT850518,USAGE_DECISION,RELEASED
100000000000002396_BT850518,BATCH_USAGE_IN_ORDERS,NO
100000000000002396_BT850518,PRODUCTION_DATE,2023-02-11
100000000000002397_BT412782,LOT_SUITABLE_COUNTRY,"BR,CA,CN,FR,JP,MX,NO,SE"
100000000000002397_BT412782,LOT_NOT_SUITABLE_COUNTRY,KR
100000000000002397_BT412782,LOT_STATUS,ACTIVE
100000000000002397_BT412782,INCYTE_BS_BATCH,BS-841326
100000000000002397_BT412782,INCYTE_DP_BATCH,DP-971793
100000000000002397_BT412782,INCYTE_API_BATCH,API-285864
100000000000002397_BT412782,INCYTE_COMMON_BLEND_BATCH,CB-271570
100000000000002397_BT412782,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002397_BT412782,PRODUCTION_VERSION,PV-3
100000000000002397_BT412782,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000002397_BT412782,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000002397_BT412782,USAGE_DECISION,RELEASED
100000000000002397_BT412782,BATCH_USAGE_IN_ORDERS,YES
100000000000002397_BT412782,PRODUCTION_DATE,2025-10-10
100000000000002398_BT133423,LOT_SUITABLE_COUNTRY,"AU,BR,CH,IE,PH,PL,US"
100000000000002398_BT133423,LOT_NOT_SUITABLE_COUNTRY,"MY,NL,PT,SG"
100000000000002398_BT133423,LOT_STATUS,ACTIVE
100000000000002398_BT133423,INCYTE_BS_BATCH,BS-163943
100000000000002398_BT133423,INCYTE_DP_BATCH,DP-665112
100000000000002398_BT133423,INCYTE_API_BATCH,API-274731
100000000000002398_BT133423,INCYTE_COMMON_BLEND_BATCH,CB-987406
100000000000002398_BT133423,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000002398_BT133423,PRODUCTION_VERSION,PV-4
100000000000002398_BT133423,PROD_VERSION_DESCRIPTION,Production Version 5
