MANDT,PLNTY,PLNNR,PLNAL,ZAEHL,DATUV,TECHV,AENNR,LOEKZ,PARKZ,ANDAT,ANNAM,AEDAT,AENAM,VERWE,WERKS,STATU,PLNME,LOSVN,LOSBS,VAGRP,AESZN,KTEXT,TXTSP,ABDAT,ABANZ,PROFIDNETZ,KOKRS,QVEWERKS,QVEMENGE,QVEVERSION,QVEDATUM,QVEGRUPPE,QVECODE,QDYNREGEL,QDYNHEAD,QPRZIEHVER,QVERSNPRZV,QKZRASTER,QDYNSTRING,STRAT,PPOOL,ISTRU,IWERK,ANLZU,ARBID,EXTNUM,DELKZ,ARBTY,STUPR,CLNDR,PRTYP,REODAT,NETID,FLG_CHK,PSPNR,TTRAS,KZKFG,PLNNR_ALT,FLG_CAPO,STLTY,STLNR,STLAL,SLWBEZ,PPKZTLZU,CHRULE,CCOAA,ST_ARBID,MEINH,UMREZ,UMREN,BMSCH,ADPSP,MS_FLAG,TSTMP_BW,MES_ROUTINGID,XHIERTL,TL_EXTID
300,R,10002069,05,00002070,20251205,TECH_STATUS_09,CHG000000069,"","",20260212,USER_069,20260212,CHG_USER_069,003,PL10,CRTD,EA,70.000,169.000,010,002069,Routing for Material 0069,E,20260212,19,PROF019,K001,PL10,UDSET0069,002069,20260212,UDGRP0119,A002,005,1,SAMP0069,002069,X,0000002069,STR019,PKG019,000000000000100069,PL10,1,00003069,1,"",01,SETUP069,CLEAN069,1,20260212,00004069,X,00005069,002069,X,OLD_000069,X,M,00002069,01,005,1,1,071,00006069,EA,1,1,1.000,REF_ELEMENT_2069,X,1000000000002069,MES_ROUT_2069,X,EXT_TASKLIST_2069
100,N,10002070,01,00002071,20251204,TECH_STATUS_10,CHG000000070,X,X,20260212,USER_070,20260212,CHG_USER_070,001,PL11,INAC,EA,71.000,170.000,001,002070,Routing for Material 0070,E,20260212,20,PROF020,K001,PL11,UDSET0070,002070,20260212,UDGRP0120,A001,001,1,SAMP0070,002070,X,0000002070,STR020,PKG020,000000000000100070,PL11,1,00003070,1,"",01,SETUP070,CLEAN070,1,20260212,00004070,X,00005070,002070,X,OLD_000070,X,M,00002070,01,001,1,1,072,00006070,EA,1,1,1.000,REF_ELEMENT_2070,X,1000000000002070,MES_ROUT_2070,X,EXT_TASKLIST_2070
200,Q,10002071,02,00002072,20251203,TECH_STATUS_11,CHG000000071,"","",20260212,USER_071,20260212,CHG_USER_071,002,PL12,HOLD,EA,72.000,171.000,002,002071,Routing for Material 0071,E,20260212,21,PROF021,K001,PL12,UDSET0071,002071,20260212,UDGRP0121,R001,002,1,SAMP0071,002071,X,0000002071,STR021,PKG021,000000000000100071,PL12,1,00003071,1,"",01,SETUP071,CLEAN071,1,20260212,00004071,X,00005071,002071,X,OLD_000071,X,M,00002071,01,002,1,1,073,00006071,EA,1,1,1.000,REF_ELEMENT_2071,X,1000000000002071,MES_ROUT_2071,X,EXT_TASKLIST_2071
300,R,10002072,03,00002073,20251202,TECH_STATUS_12,CHG000000072,"","",20260212,USER_072,20260212,CHG_USER_072,003,PL13,REL,EA,73.000,172.000,003,002072,Routing for Material 0072,E,20260212,22,PROF022,K001,PL13,UDSET0072,002072,20260212,UDGRP0122,A002,003,1,SAMP0072,002072,X,0000002072,STR022,PKG022,000000000000100072,PL13,1,00003072,1,"",01,SETUP072,CLEAN072,1,20260212,00004072,X,00005072,002072,X,OLD_000072,X,M,00002072,01,003,1,1,074,00006072,EA,1,1,1.000,REF_ELEMENT_2072,X,1000000000002072,MES_ROUT_2072,X,EXT_TASKLIST_2072
100,N,10002073,04,00002074,20251201,TECH_STATUS_13,CHG000000073,"","",20260212,USER_073,20260212,CHG_USER_073,001,PL14,CRTD,EA,74.000,173.000,004,002073,Routing for Material 0073,E,20260212,23,PROF023,K001,PL14,UDSET0073,002073,20260212,UDGRP0123,A002,004,1,SAMP0073,002073,X,0000002073,STR023,PKG023,000000000000100073,PL14,1,00003073,1,"",01,SETUP073,CLEAN073,1,20260212,00004073,X,00005073,002073,X,OLD_000073,X,M,00002073,01,004,1,1,075,00006073,EA,1,1,1.000,REF_ELEMENT_2073,X,1000000000002073,MES_ROUT_2073,X,EXT_TASKLIST_2073
200,Q,10002074,05,00002075,20251130,TECH_STATUS_14,CHG000000074,"","",20260212,USER_074,20260212,CHG_USER_074,002,PL15,INAC,EA,75.000,174.000,005,002074,Routing for Material 0074,E,20260212,24,PROF024,K001,PL15,UDSET0074,002074,20260212,UDGRP0124,A002,005,1,SAMP0074,002074,X,0000002074,STR024,PKG024,000000000000100074,PL15,1,00003074,1,"",01,SETUP074,CLEAN074,1,20260212,00004074,X,00005074,002074,X,OLD_000074,X,M,00002074,01,005,1,1,076,00006074,EA,1,1,1.000,REF_ELEMENT_2074,X,1000000000002074,MES_ROUT_2074,X,EXT_TASKLIST_2074
300,R,10002075,01,00002076,20251129,TECH_STATUS_15,CHG000000075,"","",20260212,USER_075,20260212,CHG_USER_075,003,PL16,HOLD,EA,76.000,175.000,006,002075,Routing for Material 0075,E,20260212,25,PROF025,K001,PL16,UDSET0075,002075,20260212,UDGRP0125,A001,001,1,SAMP0075,002075,X,0000002075,STR025,PKG025,000000000000100075,PL16,1,00003075,1,"",01,SETUP075,CLEAN075,1,20260212,00004075,X,00005075,002075,X,OLD_000075,X,M,00002075,01,001,1,1,077,00006075,EA,1,1,1.000,REF_ELEMENT_2075,X,1000000000002075,MES_ROUT_2075,X,EXT_TASKLIST_2075
100,N,10002076,02,00002077,20251128,TECH_STATUS_16,CHG000000076,"","",20260212,USER_076,20260212,CHG_USER_076,001,PL17,REL,EA,77.000,176.000,007,002076,Routing for Material 0076,E,20260212,26,PROF026,K001,PL17,UDSET0076,002076,20260212,UDGRP0126,R001,002,1,SAMP0076,002076,X,0000002076,STR026,PKG026,000000000000100076,PL17,1,00003076,1,"",01,SETUP076,CLEAN076,1,20260212,00004076,X,00005076,002076,X,OLD_000076,X,M,00002076,01,002,1,1,078,00006076,EA,1,1,1.000,REF_ELEMENT_2076,X,1000000000002076,MES_ROUT_2076,X,EXT_TASKLIST_2076
200,Q,10002077,03,00002078,20251127,TECH_STATUS_17,CHG000000077,"","",20260212,USER_077,20260212,CHG_USER_077,002,PL18,CRTD,EA,78.000,177.000,008,002077,Routing for Material 0077,E,20260212,27,PROF027,K001,PL18,UDSET0077,002077,20260212,UDGRP0127,A002,003,1,SAMP0077,002077,X,0000002077,STR027,PKG027,000000000000100077,PL18,1,00003077,1,"",01,SETUP077,CLEAN077,1,20260212,00004077,X,00005077,002077,X,OLD_000077,X,M,00002077,01,003,1,1,079,00006077,EA,1,1,1.000,REF_ELEMENT_2077,X,1000000000002077,MES_ROUT_2077,X,EXT_TASKLIST_2077
300,R,10002078,04,00002079,20251126,TECH_STATUS_18,CHG000000078,"","",20260212,USER_078,20260212,CHG_USER_078,003,PL19,INAC,EA,79.000,178.000,009,002078,Routing for Material 0078,E,20260212,28,PROF028,K001,PL19,UDSET0078,002078,20260212,UDGRP0128,A002,004,1,SAMP0078,002078,X,0000002078,STR028,PKG028,000000000000100078,PL19,1,00003078,1,"",01,SETUP078,CLEAN078,1,20260212,00004078,X,00005078,002078,X,OLD_000078,X,M,00002078,01,004,1,1,080,00006078,EA,1,1,1.000,REF_ELEMENT_2078,X,1000000000002078,MES_ROUT_2078,X,EXT_TASKLIST_2078
100,N,10002079,05,00002080,20251125,TECH_STATUS_19,CHG000000079,"","",20260212,USER_079,20260212,CHG_USER_079,001,PL20,HOLD,EA,80.000,179.000,010,002079,Routing for Material 0079,E,20260212,29,PROF029,K001,PL20,UDSET0079,002079,20260212,UDGRP0129,A002,005,1,SAMP0079,002079,X,0000002079,STR029,PKG029,000000000000100079,PL20,1,00003079,1,"",01,SETUP079,CLEAN079,1,20260212,00004079,X,00005079,002079,X,OLD_000079,X,M,00002079,01,005,1,1,081,00006079,EA,1,1,1.000,REF_ELEMENT_2079,X,1000000000002079,MES_ROUT_2079,X,EXT_TASKLIST_2079
200,Q,10002080,01,00002081,20251124,TECH_STATUS_00,CHG000000080,"",X,20260212,USER_080,20260212,CHG_USER_080,002,PL01,REL,EA,81.000,180.000,001,002080,Routing for Material 0080,E,20260212,30,PROF030,K001,PL01,UDSET0080,002080,20260212,UDGRP0130,A001,001,1,SAMP0080,002080,X,0000002080,STR030,PKG030,000000000000100080,PL01,1,00003080,1,X,01,SETUP080,CLEAN080,1,20260212,00004080,X,00005080,002080,X,OLD_000080,X,M,00002080,01,001,1,1,082,00006080,EA,1,1,1.000,REF_ELEMENT_2080,X,1000000000002080,MES_ROUT_2080,X,EXT_TASKLIST_2080
300,R,10002081,02,00002082,20251123,TECH_STATUS_01,CHG000000081,"","",20260212,USER_081,20260212,CHG_USER_081,003,PL02,CRTD,EA,82.000,181.000,002,002081,Routing for Material 0081,E,20260212,31,PROF031,K001,PL02,UDSET0081,002081,20260212,UDGRP0131,R001,002,1,SAMP0081,002081,X,0000002081,STR031,PKG031,000000000000100081,PL02,1,00003081,1,"",01,SETUP081,CLEAN081,1,20260212,00004081,X,00005081,002081,X,OLD_000081,X,M,00002081,01,002,1,1,083,00006081,EA,1,1,1.000,REF_ELEMENT_2081,X,1000000000002081,MES_ROUT_2081,X,EXT_TASKLIST_2081
100,N,10002082,03,00002083,20251122,TECH_STATUS_02,CHG000000082,"","",20260212,USER_082,20260212,CHG_USER_082,001,PL03,INAC,EA,83.000,182.000,003,002082,Routing for Material 0082,E,20260212,32,PROF032,K001,PL03,UDSET0082,002082,20260212,UDGRP0132,A002,003,1,SAMP0082,002082,X,0000002082,STR032,PKG032,000000000000100082,PL03,1,00003082,1,"",01,SETUP082,CLEAN082,1,20260212,00004082,X,00005082,002082,X,OLD_000082,X,M,00002082,01,003,1,1,084,00006082,EA,1,1,1.000,REF_ELEMENT_2082,X,1000000000002082,MES_ROUT_2082,X,EXT_TASKLIST_2082
200,Q,10002083,04,00002084,20251121,TECH_STATUS_03,CHG000000083,"","",20260212,USER_083,20260212,CHG_USER_083,002,PL04,HOLD,EA,84.000,183.000,004,002083,Routing for Material 0083,E,20260212,33,PROF033,K001,PL04,UDSET0083,002083,20260212,UDGRP0133,A002,004,1,SAMP0083,002083,X,0000002083,STR033,PKG033,000000000000100083,PL04,1,00003083,1,"",01,SETUP083,CLEAN083,1,20260212,00004083,X,00005083,002083,X,OLD_000083,X,M,00002083,01,004,1,1,085,00006083,EA,1,1,1.000,REF_ELEMENT_2083,X,1000000000002083,MES_ROUT_2083,X,EXT_TASKLIST_2083
300,R,10002084,05,00002085,20251120,TECH_STATUS_04,CHG000000084,"","",20260212,USER_084,20260212,CHG_USER_084,003,PL05,REL,EA,85.000,184.000,005,002084,Routing for Material 0084,E,20260212,34,PROF034,K001,PL05,UDSET0084,002084,20260212,UDGRP0134,A002,005,1,SAMP0084,002084,X,0000002084,STR034,PKG034,000000000000100084,PL05,1,00003084,1,"",01,SETUP084,CLEAN084,1,20260212,00004084,X,00005084,002084,X,OLD_000084,X,M,00002084,01,005,1,1,086,00006084,EA,1,1,1.000,REF_ELEMENT_2084,X,1000000000002084,MES_ROUT_2084,X,EXT_TASKLIST_2084
100,N,10002085,01,00002086,20251119,TECH_STATUS_05,CHG000000085,X,"",20260212,USER_085,20260212,CHG_USER_085,001,PL06,CRTD,EA,86.000,185.000,006,002085,Routing for Material 0085,E,20260212,35,PROF035,K001,PL06,UDSET0085,002085,20260212,UDGRP0135,A001,001,1,SAMP0085,002085,X,0000002085,STR035,PKG035,000000000000100085,PL06,1,00003085,1,"",01,SETUP085,CLEAN085,1,20260212,00004085,X,00005085,002085,X,OLD_000085,X,M,00002085,01,001,1,1,087,00006085,EA,1,1,1.000,REF_ELEMENT_2085,X,1000000000002085,MES_ROUT_2085,X,EXT_TASKLIST_2085
200,Q,10002086,02,00002087,20251118,TECH_STATUS_06,CHG000000086,"","",20260212,USER_086,20260212,CHG_USER_086,002,PL07,INAC,EA,87.000,186.000,007,002086,Routing for Material 0086,E,20260212,36,PROF036,K001,PL07,UDSET0086,002086,20260212,UDGRP0136,R001,002,1,SAMP0086,002086,X,0000002086,STR036,PKG036,000000000000100086,PL07,1,00003086,1,"",01,SETUP086,CLEAN086,1,20260212,00004086,X,00005086,002086,X,OLD_000086,X,M,00002086,01,002,1,1,088,00006086,EA,1,1,1.000,REF_ELEMENT_2086,X,1000000000002086,MES_ROUT_2086,X,EXT_TASKLIST_2086
300,R,10002087,03,00002088,20251117,TECH_STATUS_07,CHG000000087,"","",20260212,USER_087,20260212,CHG_USER_087,003,PL08,HOLD,EA,88.000,187.000,008,002087,Routing for Material 0087,E,20260212,37,PROF037,K001,PL08,UDSET0087,002087,20260212,UDGRP0137,A002,003,1,SAMP0087,002087,X,0000002087,STR037,PKG037,000000000000100087,PL08,1,00003087,1,"",01,SETUP087,CLEAN087,1,20260212,00004087,X,00005087,002087,X,OLD_000087,X,M,00002087,01,003,1,1,089,00006087,EA,1,1,1.000,REF_ELEMENT_2087,X,1000000000002087,MES_ROUT_2087,X,EXT_TASKLIST_2087
100,N,10002088,04,00002089,20251116,TECH_STATUS_08,CHG000000088,"","",20260212,USER_088,20260212,CHG_USER_088,001,PL09,REL,EA,89.000,188.000,009,002088,Routing for Material 0088,E,20260212,38,PROF038,K001,PL09,UDSET0088,002088,20260212,UDGRP0138,A002,004,1,SAMP0088,002088,X,0000002088,STR038,PKG038,000000000000100088,PL09,1,00003088,1,"",01,SETUP088,CLEAN088,1,20260212,00004088,X,00005088,002088,X,OLD_000088,X,M,00002088,01,004,1,1,090,00006088,EA,1,1,1.000,REF_ELEMENT_2088,X,1000000000002088,MES_ROUT_2088,X,EXT_TASKLIST_2088
200,Q,10002089,05,00002090,20251115,TECH_STATUS_09,CHG000000089,"","",20260212,USER_089,20260212,CHG_USER_089,002,PL10,CRTD,EA,90.000,189.000,010,002089,Routing for Material 0089,E,20260212,39,PROF039,K001,PL10,UDSET0089,002089,20260212,UDGRP0139,A002,005,1,SAMP0089,002089,X,0000002089,STR039,PKG039,000000000000100089,PL10,1,00003089,1,"",01,SETUP089,CLEAN089,1,20260212,00004089,X,00005089,002089,X,OLD_000089,X,M,00002089,01,005,1,1,091,00006089,EA,1,1,1.000,REF_ELEMENT_2089,X,1000000000002089,MES_ROUT_2089,X,EXT_TASKLIST_2089
300,R,10002090,01,00002091,20251114,TECH_STATUS_10,CHG000000090,"",X,20260212,USER_090,20260212,CHG_USER_090,003,PL11,INAC,EA,91.000,190.000,001,002090,Routing for Material 0090,E,20260212,40,PROF040,K001,PL11,UDSET0090,002090,20260212,UDGRP0140,A001,001,1,SAMP0090,002090,X,0000002090,STR040,PKG040,000000000000100090,PL11,1,00003090,1,"",01,SETUP090,CLEAN090,1,20260212,00004090,X,00005090,002090,X,OLD_000090,X,M,00002090,01,001,1,1,092,00006090,EA,1,1,1.000,REF_ELEMENT_2090,X,1000000000002090,MES_ROUT_2090,X,EXT_TASKLIST_2090
100,N,10002091,02,00002092,20251113,TECH_STATUS_11,CHG000000091,"","",20260212,USER_091,20260212,CHG_USER_091,001,PL12,HOLD,EA,92.000,191.000,002,002091,Routing for Material 0091,E,20260212,41,PROF041,K001,PL12,UDSET0091,002091,20260212,UDGRP0141,R001,002,1,SAMP0091,002091,X,0000002091,STR041,PKG041,000000000000100091,PL12,1,00003091,1,"",01,SETUP091,CLEAN091,1,20260212,00004091,X,00005091,002091,X,OLD_000091,X,M,00002091,01,002,1,1,093,00006091,EA,1,1,1.000,REF_ELEMENT_2091,X,1000000000002091,MES_ROUT_2091,X,EXT_TASKLIST_2091
200,Q,10002092,03,00002093,20251112,TECH_STATUS_12,CHG000000092,"","",20260212,USER_092,20260212,CHG_USER_092,002,PL13,REL,EA,93.000,192.000,003,002092,Routing for Material 0092,E,20260212,42,PROF042,K001,PL13,UDSET0092,002092,20260212,UDGRP0142,A002,003,1,SAMP0092,002092,X,0000002092,STR042,PKG042,000000000000100092,PL13,1,00003092,1,"",01,SETUP092,CLEAN092,1,20260212,00004092,X,00005092,002092,X,OLD_000092,X,M,00002092,01,003,1,1,094,00006092,EA,1,1,1.000,REF_ELEMENT_2092,X,1000000000002092,MES_ROUT_2092,X,EXT_TASKLIST_2092
300,R,10002093,04,00002094,20251111,TECH_STATUS_13,CHG000000093,"","",20260212,USER_093,20260212,CHG_USER_093,003,PL14,CRTD,EA,94.000,193.000,004,002093,Routing for Material 0093,E,20260212,43,PROF043,K001,PL14,UDSET0093,002093,20260212,UDGRP0143,A002,004,1,SAMP0093,002093,X,0000002093,STR043,PKG043,000000000000100093,PL14,1,00003093,1,"",01,SETUP093,CLEAN093,1,20260212,00004093,X,00005093,002093,X,OLD_000093,X,M,00002093,01,004,1,1,095,00006093,EA,1,1,1.000,REF_ELEMENT_2093,X,1000000000002093,MES_ROUT_2093,X,EXT_TASKLIST_2093
100,N,10002094,05,00002095,20251110,TECH_STATUS_14,CHG000000094,"","",20260212,USER_094,20260212,CHG_USER_094,001,PL15,INAC,EA,95.000,194.000,005,002094,Routing for Material 0094,E,20260212,44,PROF044,K001,PL15,UDSET0094,002094,20260212,UDGRP0144,A002,005,1,SAMP0094,002094,X,0000002094,STR044,PKG044,000000000000100094,PL15,1,00003094,1,"",01,SETUP094,CLEAN094,1,20260212,00004094,X,00005094,002094,X,OLD_000094,X,M,00002094,01,005,1,1,096,00006094,EA,1,1,1.000,REF_ELEMENT_2094,X,1000000000002094,MES_ROUT_2094,X,EXT_TASKLIST_2094
200,Q,10002095,01,00002096,20251109,TECH_STATUS_15,CHG000000095,"","",20260212,USER_095,20260212,CHG_USER_095,002,PL16,HOLD,EA,96.000,195.000,006,002095,Routing for Material 0095,E,20260212,45,PROF045,K001,PL16,UDSET0095,002095,20260212,UDGRP0145,A001,001,1,SAMP0095,002095,X,0000002095,STR045,PKG045,000000000000100095,PL16,1,00003095,1,"",01,SETUP095,CLEAN095,1,20260212,00004095,X,00005095,002095,X,OLD_000095,X,M,00002095,01,001,1,1,097,00006095,EA,1,1,1.000,REF_ELEMENT_2095,X,1000000000002095,MES_ROUT_2095,X,EXT_TASKLIST_2095
300,R,10002096,02,00002097,20251108,TECH_STATUS_16,CHG000000096,"","",20260212,USER_096,20260212,CHG_USER_096,003,PL17,REL,EA,97.000,196.000,007,002096,Routing for Material 0096,E,20260212,46,PROF046,K001,PL17,UDSET0096,002096,20260212,UDGRP0146,R001,002,1,SAMP0096,002096,X,0000002096,STR046,PKG046,000000000000100096,PL17,1,00003096,1,"",01,SETUP096,CLEAN096,1,20260212,00004096,X,00005096,002096,X,OLD_000096,X,M,00002096,01,002,1,1,098,00006096,EA,1,1,1.000,REF_ELEMENT_2096,X,1000000000002096,MES_ROUT_2096,X,EXT_TASKLIST_2096
100,N,10002097,03,00002098,20251107,TECH_STATUS_17,CHG000000097,"","",20260212,USER_097,20260212,CHG_USER_097,001,PL18,CRTD,EA,98.000,197.000,008,002097,Routing for Material 0097,E,20260212,47,PROF047,K001,PL18,UDSET0097,002097,20260212,UDGRP0147,A002,003,1,SAMP0097,002097,X,0000002097,STR047,PKG047,000000000000100097,PL18,1,00003097,1,"",01,SETUP097,CLEAN097,1,20260212,00004097,X,00005097,002097,X,OLD_000097,X,M,00002097,01,003,1,1,099,00006097,EA,1,1,1.000,REF_ELEMENT_2097,X,1000000000002097,MES_ROUT_2097,X,EXT_TASKLIST_2097
200,Q,10002098,04,00002099,20251106,TECH_STATUS_18,CHG000000098,"","",20260212,USER_098,20260212,CHG_USER_098,002,PL19,INAC,EA,99.000,198.000,009,002098,Routing for Material 0098,E,20260212,48,PROF048,K001,PL19,UDSET0098,002098,20260212,UDGRP0148,A002,004,1,SAMP0098,002098,X,0000002098,STR048,PKG048,000000000000100098,PL19,1,00003098,1,"",01,SETUP098,CLEAN098,1,20260212,00004098,X,00005098,002098,X,OLD_000098,X,M,00002098,01,004,1,1,100,00006098,EA,1,1,1.000,REF_ELEMENT_2098,X,1000000000002098,MES_ROUT_2098,X,EXT_TASKLIST_2098
300,R,10002099,05,00002100,20251105,TECH_STATUS_19,CHG000000099,"","",20260212,USER_099,20260212,CHG_USER_099,003,PL20,HOLD,EA,100.000,199.000,010,002099,Routing for Material 0099,E,20260212,49,PROF049,K001,PL20,UDSET0099,002099,20260212,UDGRP0149,A002,005,1,SAMP0099,002099,X,0000002099,STR049,PKG049,000000000000100099,PL20,1,00003099,1,"",01,SETUP099,CLEAN099,1,20260212,00004099,X,00005099,002099,X,OLD_000099,X,M,00002099,01,005,1,1,101,00006099,EA,1,1,1.000,REF_ELEMENT_2099,X,1000000000002099,MES_ROUT_2099,X,EXT_TASKLIST_2099
100,N,10002100,01,00002101,20251104,TECH_STATUS_00,CHG000000100,X,X,20260212,USER_100,20260212,CHG_USER_000,001,PL01,REL,EA,1.000,100.000,001,002100,Routing for Material 0100,E,20260212,0,PROF000,K001,PL01,UDSET0100,002100,20260212,UDGRP0000,A001,001,1,SAMP0000,002100,X,0000002100,STR000,PKG000,000000000000100100,PL01,1,00003100,1,X,01,SETUP000,CLEAN000,1,20260212,00004100,X,00005100,002100,X,OLD_000100,X,M,00002100,01,001,1,1,102,00006100,EA,1,1,1.000,REF_ELEMENT_2100,X,1000000000002100,MES_ROUT_2100,X,EXT_TASKLIST_2100
200,Q,10002101,02,00002102,20251103,TECH_STATUS_01,CHG000000101,"","",20260212,USER_101,20260212,CHG_USER_001,002,PL02,CRTD,EA,2.000,101.000,002,002101,Routing for Material 0101,E,20260212,1,PROF001,K001,PL02,UDSET0101,002101,20260212,UDGRP0001,R001,002,1,SAMP0001,002101,X,0000002101,STR001,PKG001,000000000000100101,PL02,1,00003101,1,"",01,SETUP001,CLEAN001,1,20260212,00004101,X,00005101,002101,X,OLD_000101,X,M,00002101,01,002,1,1,103,00006101,EA,1,1,1.000,REF_ELEMENT_2101,X,1000000000002101,MES_ROUT_2101,X,EXT_TASKLIST_2101
300,R,10002102,03,00002103,20251102,TECH_STATUS_02,CHG000000102,"","",20260212,USER_102,20260212,CHG_USER_002,003,PL03,INAC,EA,3.000,102.000,003,002102,Routing for Material 0102,E,20260212,2,PROF002,K001,PL03,UDSET0102,002102,20260212,UDGRP0002,A002,003,1,SAMP0002,002102,X,0000002102,STR002,PKG002,000000000000100102,PL03,1,00003102,1,"",01,SETUP002,CLEAN002,1,20260212,00004102,X,00005102,002102,X,OLD_000102,X,M,00002102,01,003,1,1,104,00006102,EA,1,1,1.000,REF_ELEMENT_2102,X,1000000000002102,MES_ROUT_2102,X,EXT_TASKLIST_2102
100,N,10002103,04,00002104,20251101,TECH_STATUS_03,CHG000000103,"","",20260212,USER_103,20260212,CHG_USER_003,001,PL04,HOLD,EA,4.000,103.000,004,002103,Routing for Material 0103,E,20260212,3,PROF003,K001,PL04,UDSET0103,002103,20260212,UDGRP0003,A002,004,1,SAMP0003,002103,X,0000002103,STR003,PKG003,000000000000100103,PL04,1,00003103,1,"",01,SETUP003,CLEAN003,1,20260212,00004103,X,00005103,002103,X,OLD_000103,X,M,00002103,01,004,1,1,105,00006103,EA,1,1,1.000,REF_ELEMENT_2103,X,1000000000002103,MES_ROUT_2103,X,EXT_TASKLIST_2103
200,Q,10002104,05,00002105,20251031,TECH_STATUS_04,CHG000000104,"","",20260212,USER_104,20260212,CHG_USER_004,002,PL05,REL,EA,5.000,104.000,005,002104,Routing for Material 0104,E,20260212,4,PROF004,K001,PL05,UDSET0104,002104,20260212,UDGRP0004,A002,005,1,SAMP0004,002104,X,0000002104,STR004,PKG004,000000000000100104,PL05,1,00003104,1,"",01,SETUP004,CLEAN004,1,20260212,00004104,X,00005104,002104,X,OLD_000104,X,M,00002104,01,005,1,1,106,00006104,EA,1,1,1.000,REF_ELEMENT_2104,X,1000000000002104,MES_ROUT_2104,X,EXT_TASKLIST_2104
300,R,10002105,01,00002106,20251030,TECH_STATUS_05,CHG000000105,"","",20260212,USER_105,20260212,CHG_USER_005,003,PL06,CRTD,EA,6.000,105.000,006,002105,Routing for Material 0105,E,20260212,5,PROF005,K001,PL06,UDSET0105,002105,20260212,UDGRP0005,A001,001,1,SAMP0005,002105,X,0000002105,STR005,PKG005,000000000000100105,PL06,1,00003105,1,"",01,SETUP005,CLEAN005,1,20260212,00004105,X,00005105,002105,X,OLD_000105,X,M,00002105,01,001,1,1,107,00006105,EA,1,1,1.000,REF_ELEMENT_2105,X,1000000000002105,MES_ROUT_2105,X,EXT_TASKLIST_2105
100,N,10002106,02,00002107,20251029,TECH_STATUS_06,CHG000000106,"","",20260212,USER_106,20260212,CHG_USER_006,001,PL07,INAC,EA,7.000,106.000,007,002106,Routing for Material 0106,E,20260212,6,PROF006,K001,PL07,UDSET0106,002106,20260212,UDGRP0006,R001,002,1,SAMP0006,002106,X,0000002106,STR006,PKG006,000000000000100106,PL07,1,00003106,1,"",01,SETUP006,CLEAN006,1,20260212,00004106,X,00005106,002106,X,OLD_000106,X,M,00002106,01,002,1,1,108,00006106,EA,1,1,1.000,REF_ELEMENT_2106,X,1000000000002106,MES_ROUT_2106,X,EXT_TASKLIST_2106
200,Q,10002107,03,00002108,20251028,TECH_STATUS_07,CHG000000107,"","",20260212,USER_107,20260212,CHG_USER_007,002,PL08,HOLD,EA,8.000,107.000,008,002107,Routing for Material 0107,E,20260212,7,PROF007,K001,PL08,UDSET0107,002107,20260212,UDGRP0007,A002,003,1,SAMP0007,002107,X,0000002107,STR007,PKG007,000000000000100107,PL08,1,00003107,1,"",01,SETUP007,CLEAN007,1,20260212,00004107,X,00005107,002107,X,OLD_000107,X,M,00002107,01,003,1,1,109,00006107,EA,1,1,1.000,REF_ELEMENT_2107,X,1000000000002107,MES_ROUT_2107,X,EXT_TASKLIST_2107
300,R,10002108,04,00002109,20251027,TECH_STATUS_08,CHG000000108,"","",20260212,USER_108,20260212,CHG_USER_008,003,PL09,REL,EA,9.000,108.000,009,002108,Routing for Material 0108,E,20260212,8,PROF008,K001,PL09,UDSET0108,002108,20260212,UDGRP0008,A002,004,1,SAMP0008,002108,X,0000002108,STR008,PKG008,000000000000100108,PL09,1,00003108,1,"",01,SETUP008,CLEAN008,1,20260212,00004108,X,00005108,002108,X,OLD_000108,X,M,00002108,01,004,1,1,110,00006108,EA,1,1,1.000,REF_ELEMENT_2108,X,1000000000002108,MES_ROUT_2108,X,EXT_TASKLIST_2108
100,N,10002109,05,00002110,20251026,TECH_STATUS_09,CHG000000109,"","",20260212,USER_109,20260212,CHG_USER_009,001,PL10,CRTD,EA,10.000,109.000,010,002109,Routing for Material 0109,E,20260212,9,PROF009,K001,PL10,UDSET0109,002109,20260212,UDGRP0009,A002,005,1,SAMP0009,002109,X,0000002109,STR009,PKG009,000000000000100109,PL10,1,00003109,1,"",01,SETUP009,CLEAN009,1,20260212,00004109,X,00005109,002109,X,OLD_000109,X,M,00002109,01,005,1,1,111,00006109,EA,1,1,1.000,REF_ELEMENT_2109,X,1000000000002109,MES_ROUT_2109,X,EXT_TASKLIST_2109
200,Q,10002110,01,00002111,20251025,TECH_STATUS_10,CHG000000110,"",X,20260212,USER_110,20260212,CHG_USER_010,002,PL11,INAC,EA,11.000,110.000,001,002110,Routing for Material 0110,E,20260212,10,PROF010,K001,PL11,UDSET0110,002110,20260212,UDGRP0010,A001,001,1,SAMP0010,002110,X,0000002110,STR010,PKG010,000000000000100110,PL11,1,00003110,1,"",01,SETUP010,CLEAN010,1,20260212,00004110,X,00005110,002110,X,OLD_000110,X,M,00002110,01,001,1,1,112,00006110,EA,1,1,1.000,REF_ELEMENT_2110,X,1000000000002110,MES_ROUT_2110,X,EXT_TASKLIST_2110
