MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,UZEIT,BANFN,BNFPO,ESTKZ,QUNUM,QUPOS,MAHNZ,BEDAT,RSNUM,SERNR,FIXKZ,GLMNG,DABMG,CHARG,LICHA,CHKOM,VERID,ABART,MNG02,DAT01,ALTDT,MBDAT,MBUHR,LDDAT,LDUHR,TDDAT,TDUHR,WADAT,WAUHR,ELDAT,ELUHR,ANZSN,NODISP,HANDOVERDATE,HANDOVERTIME,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,OTB_STATUS,OTB_REASON,CHECK_TYPE,DL_ID,HANDOVER_DATE,NO_SCEM,DNG_DATE,DNG_TIME,CNCL_ANCMNT_DONE,DATESHIFT_NUMBER
300,4500000283,00030,0002,20260213,20260213,1,106.672,0,94.112,0,021317,PR17664016,00066,F,Q772720807,440,1,20251231,2788271495,SR405860,,94.112,12.56,BATCH3542,VEND_BATCH963384,X,V568,1,106.672,20260213,20260210,20260213,212405,20260211,115337,20260210,072009,20260213,175357,20260214,193154,10,X,20260213,214312,2223735604006502,49119.94,INR,4581.99,1746.23,A,003,2,b2e7e8d9663743e4839187,20260213,,20251231,184956,X,1
400,4500000283,00030,0003,20250516,20250516,1,106.672,0,91.025,0,140430,PR37090789,00040,B,Q072432929,497,2,20250414,6413905691,SR534802,X,91.025,15.647,BATCH4375,VEND_BATCH504930,X,V562,3,106.672,20250516,20250511,20250516,123430,20250514,004333,20250513,185122,20250516,044712,20250517,105527,6,X,20250516,222450,4542002867194447,31481.73,INR,10940.27,4225.9,C,002,1,cdf80b03a6054675a5232d,20250516,,20250414,233239,X,2
400,4500000283,00040,0001,20251226,20251226,2,103.625,0,60.739,0,184617,PR73367174,00083,B,Q529907220,699,3,20251219,7728421019,SR603398,X,60.739,42.886,BATCH7284,VEND_BATCH653283,X,V198,1,103.625,20251226,20251224,20251226,022442,20251224,181658,20251223,091756,20251226,140135,20251227,104051,2,,20251226,143855,2772058801342416,44802.54,INR,19663.17,4779.4,B,003,2,788b413e75324a4ead8a60,20251226,X,20251219,185816,,0
100,4500000283,00050,0001,20251210,20251210,1,498.644,0,308.124,0,033626,PR80936950,00052,R,Q672399289,410,1,20251113,9623480374,SR176518,,308.124,190.52,BATCH7621,VEND_BATCH822544,,V750,1,498.644,20251210,20251208,20251210,045153,20251208,182657,20251207,055750,20251210,081334,20251211,092230,3,X,20251210,051206,5288585720397950,41903.24,INR,4243.0,136.75,B,002,2,467d830d7b6a4682b56ab6,20251210,X,20251113,180819,X,5
200,4500000284,00010,0001,20260305,20260305,1,72.78,0,31.298,0,205439,PR61783960,00087,R,Q787022487,514,1,20260209,3385485970,SR446273,X,31.298,41.482,BATCH0329,VEND_BATCH950958,X,V291,2,72.78,20260305,20260304,20260305,030834,20260303,193356,20260302,050011,20260305,062332,20260306,123921,8,,20260305,010136,2823419094138747,23508.83,INR,7225.97,2677.91,C,002,1,17de4a55b6ef46e9baa038,20260305,,20260209,153818,,3
200,4500000284,00010,0002,20250915,20250915,2,72.78,0,31.69,0,145637,PR61845817,00037,F,Q933956846,810,1,20250819,2663269769,SR502709,X,31.69,41.09,BATCH3800,VEND_BATCH977648,X,V191,3,72.78,20250915,20250912,20250915,223638,20250913,100623,20250912,184011,20250915,062613,20250916,221026,7,,20250915,072958,8208731198500478,26383.44,INR,14847.0,340.72,B,002,1,9732d71577f841c89867b9,20250915,,20250819,005555,,2
200,4500000284,00010,0003,20251020,20251020,2,72.78,0,53.446,0,140917,PR44338969,00048,R,Q830697165,203,2,20250920,4589969386,SR107182,,53.446,19.334,BATCH3642,VEND_BATCH592731,X,V233,2,72.78,20251020,20251015,20251020,084216,20251018,031155,20251017,121816,20251020,021258,20251021,194726,9,,20251020,130617,8483531815027630,17986.71,INR,11776.64,4327.29,C,003,2,8611a43228d840b889646f,20251020,X,20250920,204433,X,3
200,4500000284,00020,0001,20250420,20250420,2,103.627,0,87.22,0,094817,PR45625860,00086,R,Q836430155,541,2,20250310,5814699453,SR908953,X,87.22,16.407,BATCH5725,VEND_BATCH801717,,V476,1,103.627,20250420,20250416,20250420,103418,20250418,230335,20250417,042342,20250420,110334,20250421,235429,3,,20250420,232232,1753947277199924,28263.26,INR,7998.83,1777.1,C,002,2,b3d7b35ed5a84659b0117c,20250420,X,20250310,082000,X,1
400,4500000284,00030,0001,20251007,20251007,2,76.968,0,68.467,0,113127,PR63217369,00076,F,Q422664698,401,0,20250913,6105486439,SR614383,,68.467,8.501,BATCH2989,VEND_BATCH118693,X,V365,1,76.968,20251007,20251006,20251007,214407,20251005,060714,20251004,064131,20251007,025422,20251008,044801,10,,20251007,013320,5848954281341906,7594.18,INR,12252.67,4494.38,B,001,2,897b49072fc0439682067f,20251007,X,20250913,153835,,2
400,4500000284,00030,0002,20250507,20250507,2,76.968,0,71.02,0,232733,PR54566837,00011,F,Q728042893,984,2,20250330,4645614082,SR471614,,71.02,5.948,BATCH1257,VEND_BATCH416077,,V586,1,76.968,20250507,20250503,20250507,053604,20250505,082811,20250504,134805,20250507,064247,20250508,182851,10,,20250507,105237,1377295299401087,27923.45,INR,11657.63,1198.86,C,003,2,9861a491d5234d0b9156dc,20250507,,20250330,214159,,3
400,4500000284,00040,0001,20251009,20251009,2,200.2,0,149.819,0,211109,PR04383700,00020,R,Q820627100,248,1,20251004,2313498797,SR804051,X,149.819,50.381,BATCH3696,VEND_BATCH859370,,V578,3,200.2,20251009,20251004,20251009,144416,20251007,092537,20251006,094917,20251009,081537,20251010,062108,4,X,20251009,111224,5619435768089112,3003.04,INR,15943.44,1644.95,A,002,1,83e2f50da1a54ae5add97a,20251009,,20251004,155050,,0
400,4500000284,00050,0001,20250412,20250412,2,483.084,0,318.29,0,001556,PR33139639,00083,R,Q299919739,074,3,20250317,9001336651,SR637782,,318.29,164.794,BATCH7290,VEND_BATCH131948,X,V551,3,483.084,20250412,20250408,20250412,235105,20250410,093815,20250409,220644,20250412,025547,20250413,005231,5,X,20250412,173401,2001567385988824,46496.3,INR,3797.59,3162.7,B,002,2,f1c02f8250a141b5af5253,20250412,X,20250317,151841,X,0
300,4500000285,00010,0001,20251006,20251006,2,60.392,0,60.318,0,165145,PR48617261,00014,R,Q337418361,260,3,20250912,1590751548,SR449998,X,60.318,0.074,BATCH1090,VEND_BATCH251313,X,V880,2,60.392,20251006,20251001,20251006,043632,20251004,014121,20251003,174344,20251006,215207,20251007,180510,8,X,20251006,170345,2457193612627812,42995.55,INR,16958.97,4762.66,C,002,1,5e477ac888de4c6baeb273,20251006,X,20250912,050133,,2
400,4500000285,00010,0002,20250803,20250803,2,60.392,0,51.56,0,202333,PR60976140,00039,F,Q969987291,243,1,20250715,2098353171,SR433810,,51.56,8.832,BATCH6000,VEND_BATCH382163,,V357,1,60.392,20250803,20250730,20250803,053013,20250801,042805,20250731,105520,20250803,021046,20250804,061049,5,,20250803,232822,9678217551948124,9056.04,INR,19274.11,4141.69,A,001,1,5df329d4cbf1496f9ce852,20250803,X,20250715,142239,X,4
200,4500000285,00010,0003,20250613,20250613,2,60.392,0,35.625,0,082951,PR78613822,00029,B,Q894308205,006,2,20250530,6406627891,SR843096,,35.625,24.767,BATCH0307,VEND_BATCH737267,,V813,2,60.392,20250613,20250608,20250613,101445,20250611,222453,20250610,074951,20250613,063516,20250614,080104,7,X,20250613,162534,5734073652053542,6795.89,INR,13096.7,2750.5,C,001,1,74f9cd6039324f468f2651,20250613,,20250530,184247,,4
300,4500000285,00020,0001,20251216,20251216,1,55.014,0,36.402,0,134506,PR74858256,00088,F,Q025043908,417,3,20251203,1082697318,SR500139,,36.402,18.612,BATCH6142,VEND_BATCH714960,,V902,3,55.014,20251216,20251214,20251216,010803,20251214,192633,20251213,232927,20251216,234607,20251217,102835,2,X,20251216,005322,5809431403494260,29718.72,INR,4662.62,4995.21,B,003,2,9cc2481bee0b4634b316b5,20251216,,20251203,010209,,4
200,4500000285,00020,0002,20250701,20250701,2,55.014,0,45.579,0,035626,PR50463151,00084,B,Q770263032,615,2,20250612,9292579662,SR459567,X,45.579,9.435,BATCH2447,VEND_BATCH929632,,V357,1,55.014,20250701,20250629,20250701,065312,20250629,044439,20250628,191004,20250701,180606,20250702,172617,4,,20250701,192317,5046064670974534,19043.99,INR,13661.49,3967.1,A,001,1,2b1c6df235ae46b88f4a37,20250701,,20250612,103824,,3
300,4500000285,00020,0003,20250628,20250628,2,55.014,0,52.576,0,085829,PR96633175,00014,R,Q774511157,700,2,20250608,5587382641,SR522517,X,52.576,2.438,BATCH3021,VEND_BATCH166169,X,V750,1,55.014,20250628,20250627,20250628,003638,20250626,154929,20250625,153329,20250628,010643,20250629,214021,5,,20250628,085453,5210845135961713,34596.82,INR,1540.56,1932.89,B,003,2,3843c0412dc943218212e2,20250628,,20250608,131320,,5
200,4500000285,00030,0001,20260126,20260126,2,131.812,0,122.143,0,070800,PR37434773,00020,R,Q649247366,227,1,20251212,2663595202,SR677876,X,122.143,9.669,BATCH7356,VEND_BATCH199260,,V073,2,131.812,20260126,20260124,20260126,161636,20260124,153828,20260123,190200,20260126,065524,20260127,053911,5,X,20260126,235959,7065678227046665,5037.72,INR,6704.07,3270.73,A,003,1,6830f4cb05e3479aa7ff23,20260126,,20251212,105924,,2
400,4500000285,00030,0002,20251111,20251111,2,131.812,0,112.726,0,193643,PR97892145,00027,R,Q499255621,892,3,20251005,3179186261,SR326453,X,112.726,19.086,BATCH3274,VEND_BATCH598258,,V676,1,131.812,20251111,20251109,20251111,233215,20251109,212550,20251108,182335,20251111,174341,20251112,143047,4,X,20251111,190947,3184512747854201,23951.9,INR,12376.62,1173.5,B,003,1,969d2855f80a48f3b66146,20251111,,20251005,101933,X,5
400,4500000285,00040,0001,20260121,20260121,2,414.927,0,341.281,0,022944,PR17206776,00090,R,Q669319882,513,1,20260115,9887039441,SR514507,,341.281,73.646,BATCH0537,VEND_BATCH544183,,V650,3,414.927,20260121,20260118,20260121,064332,20260119,065835,20260118,133446,20260121,191234,20260122,162221,5,X,20260121,134328,9961403532811538,31414.77,INR,9001.0,874.19,A,001,2,52afe8e1151a495882e5db,20260121,X,20260115,220520,,3
300,4500000285,00050,0001,20250929,20250929,2,146.864,0,108.537,0,213001,PR08743957,00081,R,Q306242078,194,0,20250829,3942483680,SR473498,X,108.537,38.327,BATCH0686,VEND_BATCH438489,X,V984,2,146.864,20250929,20250925,20250929,133640,20250927,021003,20250926,061346,20250929,201436,20250930,230546,3,X,20250929,170817,7102570172939064,40631.68,INR,4672.87,2293.38,C,001,1,d99ab268c6cd4a4982c8c5,20250929,,20250829,053042,,0
200,4500000285,00050,0002,20251004,20251004,2,146.864,0,104.219,0,152209,PR51746404,00016,R,Q422436083,727,2,20250823,8551837864,SR304751,,104.219,42.645,BATCH2046,VEND_BATCH369866,X,V181,3,146.864,20251004,20251003,20251004,002137,20251002,160206,20251001,011100,20251004,184155,20251005,082856,4,,20251004,041957,2358382370300535,2171.33,INR,2817.97,1763.16,A,001,2,97b39f53c3d04127b6c831,20251004,X,20250823,224935,X,4
200,4500000286,00010,0001,20251018,20251018,2,216.376,0,95.63,0,155328,PR64837108,00061,B,Q938203250,722,1,20251009,3206644584,SR652952,X,95.63,120.746,BATCH5858,VEND_BATCH181630,X,V608,2,216.376,20251018,20251017,20251018,054849,20251016,032656,20251015,172710,20251018,183725,20251019,200828,9,X,20251018,061048,1893071198877564,16492.98,INR,15249.19,626.09,B,003,1,9ddb747f825941a8879540,20251018,X,20251009,023954,,5
200,4500000286,00010,0002,20251225,20251225,1,216.376,0,90.673,0,213042,PR53214183,00034,B,Q958702215,919,2,20251205,4997798140,SR893970,X,90.673,125.703,BATCH5712,VEND_BATCH393201,X,V783,2,216.376,20251225,20251220,20251225,210552,20251223,110755,20251222,144325,20251225,103303,20251226,212909,4,,20251225,171052,2243551390721376,8887.31,INR,6925.23,2902.35,B,003,1,ed4e677c526a4480b588cb,20251225,X,20251205,125528,X,5
400,4500000286,00020,0001,20260102,20260102,1,235.51,0,121.223,0,083344,PR89995290,00050,F,Q542320839,274,2,20251224,6400265995,SR656780,,121.223,114.287,BATCH8940,VEND_BATCH399468,,V199,3,235.51,20260102,20251230,20260102,221102,20251231,183249,20251230,112715,20260102,214228,20260103,121100,2,X,20260102,231606,6047228069128411,42504.3,INR,10299.13,2001.76,A,001,1,78790000a4ff4881827f19,20260102,,20251224,015231,X,3
300,4500000286,00020,0002,20260102,20260102,2,235.51,0,198.531,0,170811,PR31343669,00033,B,Q611544930,425,1,20251204,9948939055,SR365378,X,198.531,36.979,BATCH8295,VEND_BATCH080872,,V649,2,235.51,20260102,20251231,20260102,225430,20251231,102001,20251230,064717,20260102,174717,20260103,065954,3,X,20260102,203242,4447763830874140,45736.6,INR,1405.88,2996.29,B,002,1,b187ed6bb0d44075a9ed1f,20260102,,20251204,072703,,5
300,4500000286,00030,0001,20251006,20251006,1,109.281,0,79.112,0,042127,PR55604612,00082,B,Q638561146,685,2,20250924,3715793345,SR285669,,79.112,30.169,BATCH4749,VEND_BATCH374870,,V503,3,109.281,20251006,20251005,20251006,010241,20251004,195708,20251003,111138,20251006,124120,20251007,064136,10,,20251006,002654,1569891475604032,22963.87,INR,4507.17,2835.28,C,003,2,6aa8dff7e6094fe99a83cf,20251006,X,20250924,183018,X,1
300,4500000286,00030,0002,20260208,20260208,1,109.281,0,45.747,0,050352,PR06533334,00047,B,Q012413533,266,0,20260117,4287121035,SR262592,X,45.747,63.534,BATCH2697,VEND_BATCH304067,,V700,3,109.281,20260208,20260204,20260208,195545,20260206,034330,20260205,214847,20260208,183655,20260209,091647,5,,20260208,072212,7706784176301765,47524.48,INR,2837.21,3397.76,A,002,1,5424a1a3c161453b8df694,20260208,X,20260117,132830,,4
100,4500000286,00040,0001,20251219,20251219,2,84.998,0,84.015,0,002031,PR91755484,00029,F,Q768080100,140,3,20251128,7733692018,SR609640,X,84.015,0.983,BATCH1609,VEND_BATCH435062,X,V618,3,84.998,20251219,20251217,20251219,041728,20251217,141653,20251216,173654,20251219,184114,20251220,184708,7,X,20251219,083932,7104755584405193,16480.35,INR,17869.54,611.98,C,001,2,68e2a018d5d84b5eaec4ad,20251219,,20251128,012205,,4
200,4500000286,00040,0002,20250613,20250613,2,84.998,0,52.225,0,043940,PR17654825,00013,R,Q909711631,730,0,20250505,6006252858,SR582074,X,52.225,32.773,BATCH9840,VEND_BATCH855638,X,V441,3,84.998,20250613,20250611,20250613,145141,20250611,235822,20250610,061835,20250613,015223,20250614,092553,6,,20250613,152752,8017481431909390,3938.05,INR,17585.45,2195.25,C,002,2,b9ae08a7c2484534a675c6,20250613,,20250505,003755,X,5
200,4500000286,00040,0003,20250819,20250819,2,84.998,0,40.427,0,153028,PR53788703,00063,R,Q662765475,049,1,20250801,6487507119,SR603559,,40.427,44.571,BATCH8813,VEND_BATCH987101,X,V971,2,84.998,20250819,20250815,20250819,232511,20250817,051605,20250816,144745,20250819,023702,20250820,010840,1,,20250819,211805,3149143715015316,12512.48,INR,7063.35,4517.64,B,003,1,885de0385a534609a8c719,20250819,,20250801,184602,X,5
300,4500000286,00050,0001,20250912,20250912,2,71.258,0,57.975,0,023153,PR41880934,00079,B,Q079411745,264,2,20250803,5060647720,SR305387,X,57.975,13.283,BATCH7807,VEND_BATCH659663,X,V626,3,71.258,20250912,20250908,20250912,045607,20250910,053936,20250909,172820,20250912,212035,20250913,193914,6,,20250912,170351,5466172141241373,41890.04,INR,5390.19,194.03,A,003,1,437286e493e24721a2e050,20250912,X,20250803,080226,,5
400,4500000287,00010,0001,20250330,20250330,1,74.19,0,49.777,0,155511,PR29179503,00066,F,Q525529796,435,3,20250220,9017991669,SR760753,,49.777,24.413,BATCH8059,VEND_BATCH673193,,V562,3,74.19,20250330,20250327,20250330,091209,20250328,004012,20250327,161205,20250330,084116,20250331,045757,2,,20250330,202646,9658276155682461,22489.87,INR,8680.35,3623.13,B,002,2,c66780a06ea94dd3a4b7e6,20250330,,20250220,212815,X,4
100,4500000287,00020,0001,20260303,20260303,2,116.527,0,63.547,0,155105,PR87138372,00032,F,Q222232135,529,2,20260122,2368863045,SR794116,,63.547,52.98,BATCH8049,VEND_BATCH621138,,V764,2,116.527,20260303,20260226,20260303,120636,20260301,095605,20260228,013403,20260303,224253,20260304,054637,8,X,20260303,203323,8676811709510812,45887.11,INR,717.14,1110.45,C,001,1,a0804edc7c434bb7be6209,20260303,,20260122,073248,X,4
300,4500000287,00020,0002,20250830,20250830,1,116.527,0,115.345,0,001401,PR40907220,00062,R,Q615505620,408,2,20250813,9622733716,SR904462,X,115.345,1.182,BATCH0947,VEND_BATCH195004,X,V214,3,116.527,20250830,20250828,20250830,065825,20250828,091147,20250827,035551,20250830,233830,20250831,105552,3,X,20250830,235034,1468944148245267,25913.26,INR,7223.72,2839.14,C,001,1,62795e24c29b48b2a40aa1,20250830,X,20250813,112015,X,4
200,4500000287,00030,0001,20250530,20250530,1,62.169,0,55.213,0,190542,PR77458591,00069,B,Q254139411,618,1,20250427,3846730104,SR361866,X,55.213,6.956,BATCH8756,VEND_BATCH404854,X,V785,1,62.169,20250530,20250527,20250530,215210,20250528,212824,20250527,181751,20250530,083651,20250531,022358,7,X,20250530,232418,4074352657331725,42567.5,INR,5649.32,2555.35,C,001,1,5db68e0e57004d53be7936,20250530,,20250427,193544,,3
300,4500000287,00040,0001,20251130,20251130,1,91.112,0,71.293,0,120457,PR68723695,00012,F,Q392464179,565,0,20251022,5298499410,SR274235,X,71.293,19.819,BATCH9153,VEND_BATCH663968,,V092,3,91.112,20251130,20251128,20251130,135228,20251128,224548,20251127,134612,20251130,074758,20251201,072038,7,,20251130,102204,3337217122474395,32655.0,INR,5818.05,2817.39,C,001,1,f97d3dd3b5944d799a046b,20251130,,20251022,202411,X,5
400,4500000287,00050,0001,20250609,20250609,1,153.893,0,140.591,0,094241,PR17925337,00088,B,Q493347267,798,2,20250507,8784353923,SR973885,X,140.591,13.302,BATCH3339,VEND_BATCH058456,X,V365,1,153.893,20250609,20250604,20250609,134438,20250607,223413,20250606,012830,20250609,025812,20250610,070037,1,,20250609,080950,2565839944767493,6121.3,INR,3404.94,2101.65,A,001,1,de627792ae5d46d1b3ada4,20250609,,20250507,160721,X,2
200,4500000287,00050,0002,20251104,20251104,1,153.893,0,119.399,0,081706,PR13012458,00082,B,Q036376709,967,0,20251022,7623274015,SR525742,X,119.399,34.494,BATCH7364,VEND_BATCH709485,,V581,2,153.893,20251104,20251102,20251104,140457,20251102,001538,20251101,233222,20251104,192750,20251105,160105,3,X,20251104,053128,7821995262310318,31924.59,INR,15572.66,1657.41,C,002,2,df1a6b3e9f814fe3b68010,20251104,X,20251022,054044,X,1
200,4500000287,00050,0003,20250731,20250731,1,153.893,0,129.639,0,163033,PR55643539,00038,B,Q210208828,773,1,20250625,2108613465,SR984493,,129.639,24.254,BATCH2021,VEND_BATCH678640,,V081,2,153.893,20250731,20250726,20250731,012439,20250729,154114,20250728,015310,20250731,002401,20250801,032717,9,,20250731,173440,8127425912121084,35677.16,INR,19884.4,3615.74,C,001,1,91d19101b42046b38e6d45,20250731,,20250625,202956,,5
300,4500000288,00010,0001,20260127,20260127,1,438.778,0,297.774,0,042709,PR64860246,00090,F,Q842937683,577,1,20251226,5089470214,SR849924,,297.774,141.004,BATCH0647,VEND_BATCH562991,X,V703,2,438.778,20260127,20260126,20260127,103821,20260125,073934,20260124,075417,20260127,135908,20260128,235540,1,,20260127,061856,2807377516851427,33782.83,INR,11060.51,1520.15,B,001,1,61f371c53861425a943dbe,20260127,,20251226,212535,X,1
200,4500000288,00020,0001,20251126,20251126,1,187.456,0,124.268,0,014900,PR69495712,00059,R,Q448592008,481,3,20251120,8594686014,SR418690,,124.268,63.188,BATCH9016,VEND_BATCH027014,,V466,3,187.456,20251126,20251123,20251126,160531,20251124,231151,20251123,065428,20251126,010302,20251127,022950,9,X,20251126,051140,5964920452791531,3567.31,INR,3276.93,1167.34,A,001,1,d8962fb7b1ae46fa92c456,20251126,,20251120,185659,X,0
200,4500000288,00030,0001,20250409,20250409,1,143.544,0,140.17,0,021205,PR66161605,00071,F,Q213510830,504,1,20250313,4175771067,SR133415,X,140.17,3.374,BATCH7970,VEND_BATCH949066,,V877,2,143.544,20250409,20250408,20250409,191454,20250407,082939,20250406,064950,20250409,142149,20250410,132606,4,X,20250409,200807,9912197927164249,47004.21,INR,2081.0,2036.97,A,003,2,ec72fe01ee7e43a18dac8a,20250409,,20250313,181215,X,2
400,4500000288,00030,0002,20260201,20260201,2,143.544,0,142.778,0,094110,PR61100917,00084,F,Q376739471,545,2,20251221,3736964452,SR968382,X,142.778,0.766,BATCH5239,VEND_BATCH628653,X,V244,2,143.544,20260201,20260127,20260201,045553,20260130,162518,20260129,213359,20260201,085700,20260202,002309,9,,20260201,133645,5983339247278233,1258.12,INR,9518.35,303.57,C,003,1,0580b1d22c084901ac8fef,20260201,,20251221,233717,,4
100,4500000288,00030,0003,20250617,20250617,2,143.544,0,65.987,0,031321,PR33257751,00088,B,Q621779252,805,1,20250525,4654773282,SR208104,,65.987,77.557,BATCH4896,VEND_BATCH691217,,V843,2,143.544,20250617,20250615,20250617,173253,20250615,012116,20250614,114020,20250617,182136,20250618,062809,5,X,20250617,231906,5062981313011410,39217.87,INR,13920.29,2378.34,C,001,2,544ab8c269a345adaa515b,20250617,X,20250525,211510,,1
100,4500000288,00040,0001,20250828,20250828,2,30.553,0,25.092,0,142618,PR56358446,00047,R,Q511949048,670,1,20250812,8060853164,SR938093,X,25.092,5.461,BATCH2486,VEND_BATCH204778,,V088,3,30.553,20250828,20250826,20250828,025702,20250826,003117,20250825,075535,20250828,020905,20250829,104437,3,,20250828,171324,5277456438505639,37735.35,INR,8499.31,3451.09,B,001,2,f87c040e8e074e45a87d38,20250828,,20250812,180431,,3
400,4500000288,00040,0002,20260216,20260216,2,30.553,0,28.151,0,114037,PR98109119,00016,F,Q233375893,520,0,20260109,7567728383,SR731962,,28.151,2.402,BATCH7427,VEND_BATCH601240,,V785,3,30.553,20260216,20260211,20260216,234625,20260214,033521,20260213,234758,20260216,015623,20260217,154949,2,X,20260216,025151,2194346033735149,35935.39,INR,17790.25,3232.17,B,001,1,35a129dd9fa540b787564d,20260216,X,20260109,233745,X,0
400,4500000288,00050,0001,20250408,20250408,1,79.698,0,53.999,0,202803,PR36508807,00055,B,Q338832223,031,3,20250304,8026079123,SR464205,X,53.999,25.699,BATCH3925,VEND_BATCH501133,X,V552,1,79.698,20250408,20250407,20250408,182805,20250406,072355,20250405,025650,20250408,151237,20250409,092113,2,X,20250408,235033,9172366865504155,24390.2,INR,7159.03,4787.43,A,001,1,6782731d67a24044b65154,20250408,X,20250304,042749,,1
200,4500000288,00050,0002,20251103,20251103,2,79.698,0,45.566,0,002807,PR46462978,00073,B,Q389409062,647,2,20250920,3198279063,SR522911,,45.566,34.132,BATCH3019,VEND_BATCH119646,,V180,1,79.698,20251103,20251102,20251103,103800,20251101,054014,20251031,010549,20251103,211431,20251104,064706,2,X,20251103,045701,4558127293807369,42969.6,INR,19277.38,4882.54,B,003,1,36c4bd961eae449fbe653b,20251103,X,20250920,064759,X,4
400,4500000288,00050,0003,20260125,20260125,1,79.698,0,52.131,0,130952,PR15254930,00014,B,Q223965373,665,0,20251227,6420338717,SR545462,X,52.131,27.567,BATCH4466,VEND_BATCH404989,X,V205,3,79.698,20260125,20260124,20260125,001729,20260123,192249,20260122,193222,20260125,174638,20260126,154418,5,,20260125,044928,1253467987913693,29073.94,INR,6384.19,1430.64,B,003,2,1cc784a06dbb475aa07a8a,20260125,X,20251227,093421,X,3
400,4500000289,00010,0001,20250413,20250413,2,409.138,0,312.609,0,003144,PR79536263,00013,B,Q368675396,021,3,20250401,3012936421,SR488300,X,312.609,96.529,BATCH5739,VEND_BATCH643585,,V918,1,409.138,20250413,20250410,20250413,053353,20250411,225357,20250410,150723,20250413,111235,20250414,072214,10,,20250413,082647,4316979690122529,32096.2,INR,18658.61,2628.74,C,002,2,58b253b701da4182b5b2f0,20250413,X,20250401,043745,X,4
300,4500000289,00020,0001,20250429,20250429,1,121.818,0,62.336,0,131000,PR32059856,00062,B,Q016340385,400,2,20250414,8638208713,SR816538,X,62.336,59.482,BATCH2666,VEND_BATCH570201,X,V763,2,121.818,20250429,20250426,20250429,220533,20250427,042954,20250426,231659,20250429,080410,20250430,180609,5,,20250429,123540,8742592565940057,17429.25,INR,6817.9,2082.87,B,003,1,5c0f5b92052f4bdbbe71a5,20250429,X,20250414,085105,,3
400,4500000289,00020,0002,20250701,20250701,2,121.818,0,49.166,0,100729,PR45246543,00024,B,Q775276037,977,0,20250623,4388588055,SR216609,X,49.166,72.652,BATCH3997,VEND_BATCH167088,X,V734,3,121.818,20250701,20250627,20250701,184019,20250629,072130,20250628,102554,20250701,212435,20250702,200810,5,,20250701,034821,6016225541820484,26986.09,INR,8518.92,4988.78,A,003,2,04ce11847a054107a39d1d,20250701,X,20250623,205309,X,2
100,4500000289,00020,0003,20250508,20250508,2,121.818,0,119.736,0,110444,PR76500938,00036,F,Q812432732,466,0,20250402,6502520565,SR399885,X,119.736,2.082,BATCH4661,VEND_BATCH875727,X,V252,3,121.818,20250508,20250504,20250508,225118,20250506,094332,20250505,064609,20250508,004346,20250509,054406,6,X,20250508,220358,1912500418488553,13545.93,INR,19580.57,2348.63,C,002,2,237008ac59844f92aff182,20250508,,20250402,193631,X,2
100,4500000289,00030,0001,20250918,20250918,2,456.02,0,387.169,0,060131,PR78299649,00047,B,Q012891144,913,1,20250909,7625785276,SR949053,X,387.169,68.851,BATCH9812,VEND_BATCH421714,,V671,1,456.02,20250918,20250916,20250918,101434,20250916,005153,20250915,144617,20250918,055248,20250919,224957,0,X,20250918,172253,8839847928249296,2466.1,INR,18891.31,4226.37,A,001,1,ffce2e81d76e4ee6b128bf,20250918,,20250909,143919,X,5
100,4500000289,00040,0001,20250614,20250614,2,57.755,0,39.103,0,192146,PR87490222,00055,R,Q880500168,523,0,20250601,5092001108,SR152409,X,39.103,18.652,BATCH4269,VEND_BATCH585474,,V315,1,57.755,20250614,20250612,20250614,201515,20250612,014946,20250611,062139,20250614,204042,20250615,024354,4,X,20250614,170045,3824829583375203,17309.47,INR,11621.9,1540.09,C,003,1,372e52a7b51c4343ac6ede,20250614,X,20250601,083202,,1
400,4500000289,00040,0002,20250325,20250325,1,57.755,0,41.19,0,055519,PR33912355,00039,F,Q485868765,817,3,20250312,9434797631,SR874453,X,41.19,16.565,BATCH8962,VEND_BATCH912264,,V306,3,57.755,20250325,20250323,20250325,035359,20250323,171333,20250322,010113,20250325,120304,20250326,044748,2,X,20250325,171853,1423145931931648,29670.94,INR,6184.61,1245.24,B,003,1,6daffedfc447489cbab53d,20250325,X,20250312,180022,X,4
400,4500000289,00050,0001,20250511,20250511,2,212.42,0,85.307,0,034001,PR97408651,00013,B,Q434542964,027,3,20250416,1292085696,SR076986,X,85.307,127.113,BATCH9405,VEND_BATCH225523,,V298,3,212.42,20250511,20250506,20250511,010850,20250509,064357,20250508,030616,20250511,230349,20250512,195015,1,X,20250511,175906,4337383566904602,4946.54,INR,8678.85,1526.41,B,002,1,9732cf1b52b646ef83a26a,20250511,X,20250416,170919,,4
